"00:1a:dd:e3:06:e4"," afikim-wifi"," 2"," -60.89666029461374"," 32.102529803081474"," 35.2073198916877"," 699.8860444903257"," 2017-12-03 08:37:10"
"d8:fe:e3:03:5a:31"," Moria"," 2"," -80.34487011485393"," 32.10253058643105"," 35.2073073810576"," 699.7521498395156"," 2017-12-03 08:37:10"
"00:27:19:e3:2d:fe"," AUC_51_3"," 1"," -85.99999999999999"," 32.10253330333696"," 35.20726399020641"," 699.287760530489"," 2017-12-03 08:37:10"
"00:25:86:cc:00:f8"," AUC_54_R"," 4"," -80.19720263994564"," 32.10365113349192"," 35.20818644933491"," 693.5284770660687"," 2017-12-03 08:37:10"
"14:ae:db:32:52:12"," surikat"," 1"," -89.0"," 32.10253330333696"," 35.20726399020641"," 699.287760530489"," 2017-12-03 08:37:10"
"1c:b9:c4:16:f1:98"," Ariel_University"," 13"," -81.43319543174103"," 32.10243584507859"," 35.20917832093937"," 696.9672559270076"," 2017-12-03 08:37:10"
"34:0b:01:19:21:42"," afikim-wifi"," 1"," -91.00000000000001"," 32.10253330333696"," 35.20726399020641"," 699.287760530489"," 2017-12-03 08:37:10"
"a0:4f:d4:3b:e9:01"," Lidor a"," 1"," -84.0"," 32.102528187003614"," 35.20734570155965"," 700.1622738859833"," 2017-12-03 08:37:13"
"14:ae:db:3a:64:05"," tanya"," 1"," -85.99999999999999"," 32.102528187003614"," 35.20734570155965"," 700.1622738859833"," 2017-12-03 08:37:13"
"10:be:f5:3b:68:2c"," Hagar"," 1"," -87.0"," 32.102528187003614"," 35.20734570155965"," 700.1622738859833"," 2017-12-03 08:37:13"
"1c:b9:c4:16:f4:7c"," Ariel_University"," 9"," -86.09959964718657"," 32.102837741930934"," 35.20869358738605"," 700.1919330033965"," 2017-12-03 08:37:13"
"ec:8c:a2:08:a9:38"," Ariel_University"," 2"," -84.21055574973786"," 32.10276968784859"," 35.207536172161696"," 695.1730814282531"," 2017-12-03 08:37:13"
"00:21:04:4c:2a:a2"," Yan"," 1"," -89.0"," 32.102528187003614"," 35.20734570155965"," 700.1622738859833"," 2017-12-03 08:37:13"
"a0:4f:d4:3a:a0:e1"," Cellcom-WiFi_0123"," 1"," -89.0"," 32.102528187003614"," 35.20734570155965"," 700.1622738859833"," 2017-12-03 08:37:13"
"ec:8c:a2:08:94:1c"," Ariel_University"," 22"," -76.61116017984604"," 32.10316973761372"," 35.20867929632029"," 703.0997174602144"," 2017-12-03 08:37:13"
"ec:8c:a2:08:94:18"," Ariel_University"," 17"," -71.54594444871282"," 32.10304955593124"," 35.208826080529384"," 691.9886411634966"," 2017-12-03 08:37:15"
"d0:0f:6d:f1:35:2f"," Sveta"," 1"," -84.99999999999999"," 32.10251814263996"," 35.20734901460898"," 698.9056862429085"," 2017-12-03 08:37:15"
"a0:ab:1b:59:55:54"," ear"," 1"," -84.99999999999999"," 32.10251814263996"," 35.20734901460898"," 698.9056862429085"," 2017-12-03 08:37:15"
"b0:48:7a:a1:80:8c"," Knoch"," 1"," -85.99999999999999"," 32.10251814263996"," 35.20734901460898"," 698.9056862429085"," 2017-12-03 08:37:15"
"10:be:f5:39:8f:f2"," LARISA"," 1"," -85.99999999999999"," 32.10251814263996"," 35.20734901460898"," 698.9056862429085"," 2017-12-03 08:37:15"
"00:12:2a:39:2c:3c"," netbox-550b"," 1"," -85.99999999999999"," 32.10251814263996"," 35.20734901460898"," 698.9056862429085"," 2017-12-03 08:37:15"
"10:be:f5:a7:b4:f4"," Home"," 1"," -87.0"," 32.10251814263996"," 35.20734901460898"," 698.9056862429085"," 2017-12-03 08:37:15"
"1c:b9:c4:96:f1:97"," "," 4"," -85.17615210304542"," 32.10229102378868"," 35.2089337877798"," 699.6054525699565"," 2017-12-03 08:37:15"
"ec:8c:a2:08:78:cc"," Ariel_University"," 13"," -83.4891929853443"," 32.10333808796899"," 35.208824026674655"," 707.7601198658986"," 2017-12-03 08:37:15"
"1c:b9:c4:16:d2:88"," Ariel_University"," 18"," -83.13327614313079"," 32.10312347302774"," 35.20883746466107"," 698.2028615729479"," 2017-12-03 08:37:15"
"14:ae:db:43:88:35"," BEZEQINT-8831"," 1"," -84.99999999999999"," 32.10251581558651"," 35.207339181669674"," 697.993173771496"," 2017-12-03 08:37:18"
"ec:8c:a2:09:03:38"," Ariel_University"," 3"," -76.8358402291441"," 32.10281447386213"," 35.20758104767403"," 693.2074095942437"," 2017-12-03 08:37:18"
"1c:b9:c4:14:33:c8"," Ariel_University"," 10"," -80.08230255136024"," 32.102680253087044"," 35.208905151020254"," 692.5193655579837"," 2017-12-03 08:37:18"
"1c:b9:c4:96:28:f7"," "," 4"," -87.63524595657162"," 32.10242248031378"," 35.20871363230101"," 704.2728646362713"," 2017-12-03 08:37:18"
"1c:b9:c4:96:f4:77"," "," 3"," -85.89390439030304"," 32.10282120960932"," 35.20819917827672"," 693.7210746575796"," 2017-12-03 08:37:21"
"ec:8c:a2:88:94:17"," "," 10"," -77.70215404027113"," 32.102979640618635"," 35.20863487970209"," 700.7231443852511"," 2017-12-03 08:37:21"
"00:8c:54:90:ce:d1"," victoria"," 1"," -89.0"," 32.10251743683182"," 35.2073387273908"," 695.5775665899107"," 2017-12-03 08:37:24"
"ec:8c:a2:08:78:c8"," Ariel_University"," 16"," -80.85956979171425"," 32.10310144063958"," 35.20889944209591"," 697.7363484137815"," 2017-12-03 08:37:24"
"06:ae:db:3a:64:05"," BezeqFree"," 1"," -84.0"," 32.102458386443125"," 35.20743113335047"," 694.8881937656644"," 2017-12-03 08:37:27"
